slug,asset,window_start,window_seconds,volume_usd,strike,sigma_per_sec,ticks,signal,signal_minute,signal_edge_up,p_poly_at_signal,p_fair_at_signal,fill_price,outcome,correct,pnl_naive,pnl_realistic,note
bitcoin-up-or-down-may-17-2026-12pm-et,bitcoin,2026-05-17 16:00:00+00:00,3600,54210.04226199996,78051.42,5e-05,60,DOWN,3.0,-0.0637183820001642,0.615,0.5512816179998358,0.4,DOWN,True,0.615,0.587,
bitcoin-up-or-down-may-17-2026-1pm-et,bitcoin,2026-05-17 17:00:00+00:00,3600,52512.12008300004,78034.37,5e-05,60,DOWN,1.0,-0.0646655560387619,0.555,0.4903344439612381,0.4599999999999999,UP,False,-0.4449999999999999,-0.4741999999999999,
bitcoin-up-or-down-may-17-2026-2pm-et,bitcoin,2026-05-17 18:00:00+00:00,3600,32085.158959999982,78089.99,5e-05,60,UP,3.0,0.0539567571750146,0.555,0.6089567571750147,0.5700000000000001,UP,True,0.4449999999999999,0.4135999999999999,
bitcoin-up-or-down-may-17-2026-3pm-et,bitcoin,2026-05-17 19:00:00+00:00,3600,35906.28469599997,78268.04,5e-05,60,UP,3.0,0.0919978944633334,0.425,0.5169978944633334,0.44,UP,True,0.575,0.5462,
bitcoin-up-or-down-may-17-2026-4pm-et,bitcoin,2026-05-17 20:00:00+00:00,3600,31536.024051000033,78415.29,5e-05,60,UP,1.0,0.0607296906325128,0.465,0.5257296906325128,0.48,DOWN,False,-0.465,-0.4946,
bitcoin-up-or-down-may-17-2026-5pm-et,bitcoin,2026-05-17 21:00:00+00:00,3600,32155.448384000032,78277.36,5e-05,60,DOWN,3.0,-0.0880408380213279,0.535,0.4469591619786721,0.48,UP,False,-0.4649999999999999,-0.4946,
bitcoin-up-or-down-may-17-2026-6pm-et,bitcoin,2026-05-17 22:00:00+00:00,3600,45084.83785100007,78405.72,5e-05,60,DOWN,2.0,-0.0900573721515862,0.315,0.2249426278484138,0.7000000000000001,DOWN,True,0.3149999999999999,0.2809999999999999,
bitcoin-up-or-down-may-17-2026-7pm-et,bitcoin,2026-05-17 23:00:00+00:00,3600,45745.14002199998,77997.24,7.552345092837328e-05,60,UP,4.0,0.0548676414472185,0.435,0.4898676414472185,0.45,DOWN,False,-0.435,-0.464,
bitcoin-up-or-down-may-17-2026-8pm-et,bitcoin,2026-05-18 00:00:00+00:00,3600,66628.38256100003,77457.67,0.0001949053504283,60,DOWN,1.0,-0.0657812786631596,0.555,0.4892187213368403,0.4599999999999999,DOWN,True,0.555,0.5258,
bitcoin-up-or-down-may-17-2026-9pm-et,bitcoin,2026-05-18 01:00:00+00:00,3600,55002.38220899999,77209.95,0.0001073636583344,60,DOWN,2.0,-0.0634802455026074,0.535,0.4715197544973926,0.48,DOWN,True,0.535,0.5054,
